Number,Rope replicate,Depth,Date,Time period,Time,conc,,Day,,DepthT,Temp,Average,DepthL,Lux,,,,
264,1,3.0m,01/07/2019,,23:00:00,,,12,,3m= 16.85,15.855,,3m= 24.96,0,,,,
265,1,3.0m,02/07/2019,,00:00:00,,,13,,3m= 16.85,16.141,,3m= 24.96,0,,,,
266,1,3.0m,02/07/2019,,01:00:00,,,13,,3m= 16.85,16.332,,3m= 24.96,0,,,,
267,1,3.0m,02/07/2019,,02:00:00,,,13,,3m= 16.85,16.523,,3m= 24.96,0,,,,
268,1,3.0m,02/07/2019,,03:00:00,,,13,,3m= 16.85,16.427,,3m= 24.96,0,,,,
269,1,3.0m,02/07/2019,,04:00:00,,,13,,3m= 16.85,16.427,,3m= 24.96,0,,,,
270,1,3.0m,02/07/2019,,05:00:00,,,13,,3m= 16.85,16.332,,3m= 24.96,0,,,,
271,1,3.0m,02/07/2019,,06:00:00,,,13,,3m= 16.85,16.141,,3m= 24.96,4,,,,
272,1,3.0m,02/07/2019,,07:00:00,,,13,,3m= 16.85,16.046,,3m= 24.96,13,,,,
273,1,3.0m,02/07/2019,,08:00:00,,,13,,3m= 16.85,15.855,,3m= 24.96,17,,,,
274,1,3.0m,02/07/2019,,09:00:00,,,13,,3m= 16.85,15.76,,3m= 24.96,14,,,,
275,1,3.0m,02/07/2019,,10:00:00,,,13,,3m= 16.85,15.76,,3m= 24.96,15,,,,
276,1,3.0m,02/07/2019,,11:00:00,,,13,,3m= 16.85,15.855,,3m= 24.96,27,,,,
277,1,3.0m,02/07/2019,,12:00:00,,,13,,3m= 16.85,16.046,,3m= 24.96,33,,,,
278,1,3.0m,02/07/2019,,13:00:00,,,13,,3m= 16.85,16.141,,3m= 24.96,83,,,,
279,1,3.0m,02/07/2019,,14:00:00,,,13,,3m= 16.85,16.427,,3m= 24.96,152,,,,
280,1,3.0m,02/07/2019,,15:00:00,,,13,,3m= 16.85,16.618,,3m= 24.96,98,,,,
281,1,3.0m,02/07/2019,,16:00:00,,,13,,3m= 16.85,16.618,,3m= 24.96,92,,,,
282,1,3.0m,02/07/2019,,17:00:00,,,13,,3m= 16.85,16.523,,3m= 24.96,84,,,,
283,1,3.0m,02/07/2019,,18:00:00,,,13,,3m= 16.85,16.523,,3m= 24.96,368,,,,
284,1,3.0m,02/07/2019,,19:00:00,,,13,,3m= 16.85,16.141,,3m= 24.96,176,,,,
285,1,3.0m,02/07/2019,,20:00:00,,,13,,3m= 16.85,16.046,,3m= 24.96,9,,,,
286,1,3.0m,02/07/2019,,21:00:00,,,13,,3m= 16.85,15.855,,3m= 24.96,1,,,,
287,1,3.0m,02/07/2019,,22:00:00,,,13,,3m= 16.85,15.855,,3m= 24.96,0,,,,
288,1,3.0m,02/07/2019,,23:00:00,,,13,,3m= 16.85,15.855,,3m= 24.96,0,,,,
289,1,3.0m,03/07/2019,,00:00:00,,,14,,3m= 16.85,15.855,,3m= 24.96,0,,,,
290,1,3.0m,03/07/2019,,01:00:00,,,14,,3m= 16.85,15.951,,3m= 24.96,0,,,,
291,1,3.0m,03/07/2019,,02:00:00,,,14,,3m= 16.85,16.237,,3m= 24.96,0,,,,
292,1,3.0m,03/07/2019,,03:00:00,,,14,,3m= 16.85,16.427,,3m= 24.96,0,,,,
293,1,3.0m,03/07/2019,,04:00:00,,,14,,3m= 16.85,16.332,,3m= 24.96,0,,,,
294,1,3.0m,03/07/2019,,05:00:00,,,14,,3m= 16.85,16.332,,3m= 24.96,0,,,,
295,1,3.0m,03/07/2019,,06:00:00,,,14,,3m= 16.85,16.237,,3m= 24.96,1,,,,
296,1,3.0m,03/07/2019,,07:00:00,,,14,,3m= 16.85,16.046,,3m= 24.96,7,,,,
297,1,3.0m,03/07/2019,,08:00:00,,,14,,3m= 16.85,15.951,,3m= 24.96,9,,,,
298,1,3.0m,03/07/2019,,09:00:00,,,14,,3m= 16.85,15.855,,3m= 24.96,11,,,,
299,1,3.0m,03/07/2019,,10:00:00,,,14,,3m= 16.85,15.855,,3m= 24.96,16,,,,
300,1,3.0m,03/07/2019,,11:00:00,,,14,,3m= 16.85,15.951,,3m= 24.96,21,,,,
301,1,3.0m,03/07/2019,,12:00:00,,,14,,3m= 16.85,15.855,,3m= 24.96,66,,,,
302,1,3.0m,03/07/2019,,13:00:00,,,14,,3m= 16.85,16.046,,3m= 24.96,45,,,,
303,1,3.0m,03/07/2019,,14:00:00,,,14,,3m= 16.85,16.332,,3m= 24.96,128,,,,
304,1,3.0m,03/07/2019,,15:00:00,,,14,,3m= 16.85,16.523,,3m= 24.96,136,,,,
305,1,3.0m,03/07/2019,,16:00:00,,,14,,3m= 16.85,16.618,,3m= 24.96,66,,,,
306,1,3.0m,03/07/2019,,17:00:00,,,14,,3m= 16.85,16.618,,3m= 24.96,176,,,,
307,1,3.0m,03/07/2019,,18:00:00,,,14,,3m= 16.85,16.618,,3m= 24.96,40,,,,
308,1,3.0m,03/07/2019,,19:00:00,,,14,,3m= 16.85,16.523,,3m= 24.96,93,,,,
309,1,3.0m,03/07/2019,,20:00:00,,,14,,3m= 16.85,16.332,,3m= 24.96,6,,,,
310,1,3.0m,03/07/2019,,21:00:00,,,14,,3m= 16.85,16.237,,3m= 24.96,0,,,,
311,1,3.0m,03/07/2019,,22:00:00,,,14,,3m= 16.85,16.141,,3m= 24.96,0,,,,
312,1,3.0m,03/07/2019,,23:00:00,,,14,,3m= 16.85,16.141,,3m= 24.96,0,,,,
313,1,3.0m,04/07/2019,,00:00:00,,,15,,3m= 16.85,15.951,,3m= 24.96,0,,,,
314,1,3.0m,04/07/2019,,01:00:00,,,15,,3m= 16.85,16.046,,3m= 24.96,0,,,,
315,1,3.0m,04/07/2019,,02:00:00,,,15,,3m= 16.85,16.237,,3m= 24.96,0,,,,
316,1,3.0m,04/07/2019,,03:00:00,,,15,,3m= 16.85,16.427,,3m= 24.96,0,,,,
317,1,3.0m,04/07/2019,,04:00:00,,,15,,3m= 16.85,16.523,,3m= 24.96,0,,,,
318,1,3.0m,04/07/2019,,05:00:00,,,15,,3m= 16.85,16.523,,3m= 24.96,0,,,,
319,1,3.0m,04/07/2019,,06:00:00,,,15,,3m= 16.85,16.427,,3m= 24.96,2,,,,
320,1,3.0m,04/07/2019,,07:00:00,,,15,,3m= 16.85,16.427,,3m= 24.96,10,,,,
321,1,3.0m,04/07/2019,,08:00:00,,,15,,3m= 16.85,16.332,,3m= 24.96,13,,,,
322,1,3.0m,04/07/2019,,09:00:00,,,15,,3m= 16.85,16.141,,3m= 24.96,18,,,,
323,1,3.0m,04/07/2019,,10:00:00,,,15,,3m= 16.85,16.046,,3m= 24.96,17,,,,
324,1,3.0m,04/07/2019,,11:00:00,,,15,,3m= 16.85,16.046,,3m= 24.96,27,,,,
325,1,3.0m,04/07/2019,,12:00:00,,,15,,3m= 16.85,15.951,,3m= 24.96,85,,,,
326,1,3.0m,04/07/2019,,13:00:00,,,15,,3m= 16.85,16.046,,3m= 24.96,152,,,,
327,1,3.0m,04/07/2019,,14:00:00,,,15,,3m= 16.85,16.332,,3m= 24.96,304,,,,
328,1,3.0m,04/07/2019,,15:00:00,,,15,,3m= 16.85,16.713,,3m= 24.96,352,,,,
329,1,3.0m,04/07/2019,,16:00:00,,,15,,3m= 16.85,16.903,,3m= 24.96,224,,,,
330,1,3.0m,04/07/2019,,17:00:00,,,15,,3m= 16.85,17.094,,3m= 24.96,152,,,,
331,1,3.0m,04/07/2019,,18:00:00,,,15,,3m= 16.85,16.903,,3m= 24.96,432,,,,
332,1,3.0m,04/07/2019,,19:00:00,,,15,,3m= 16.85,16.808,,3m= 24.96,152,,,,
333,1,3.0m,04/07/2019,,20:00:00,,,15,,3m= 16.85,16.713,,3m= 24.96,27,,,,
334,1,3.0m,04/07/2019,,21:00:00,,,15,,3m= 16.85,16.523,,3m= 24.96,6,,,,
335,1,3.0m,04/07/2019,,22:00:00,,,15,,3m= 16.85,16.237,,3m= 24.96,0,,,,
336,1,3.0m,04/07/2019,,23:00:00,,,15,,3m= 16.85,16.141,,3m= 24.96,0,,,,
337,1,3.0m,05/07/2019,,00:00:00,,,16,,3m= 16.85,16.046,,3m= 24.96,0,,,,
338,1,3.0m,05/07/2019,,01:00:00,,,16,,3m= 16.85,16.141,,3m= 24.96,0,,,,
339,1,3.0m,05/07/2019,,02:00:00,,,16,,3m= 16.85,16.237,,3m= 24.96,0,,,,
340,1,3.0m,05/07/2019,,03:00:00,,,16,,3m= 16.85,16.332,,3m= 24.96,0,,,,
341,1,3.0m,05/07/2019,,04:00:00,,,16,,3m= 16.85,16.618,,3m= 24.96,0,,,,
342,1,3.0m,05/07/2019,,05:00:00,,,16,,3m= 16.85,16.713,,3m= 24.96,0,,,,
343,1,3.0m,05/07/2019,,06:00:00,,,16,,3m= 16.85,16.618,,3m= 24.96,1,,,,
344,1,3.0m,05/07/2019,,07:00:00,,,16,,3m= 16.85,16.618,,3m= 24.96,10,,,,
345,1,3.0m,05/07/2019,,08:00:00,,,16,,3m= 16.85,16.523,,3m= 24.96,11,,,,
346,1,3.0m,05/07/2019,,09:00:00,,,16,,3m= 16.85,16.427,,3m= 24.96,13,,,,
347,1,3.0m,05/07/2019,,10:00:00,,,16,,3m= 16.85,16.332,,3m= 24.96,13,,,,
348,1,3.0m,05/07/2019,,11:00:00,,,16,,3m= 16.85,16.141,,3m= 24.96,21,,,,
349,1,3.0m,05/07/2019,,12:00:00,,,16,,3m= 16.85,16.237,,3m= 24.96,93,,,,
350,1,3.0m,05/07/2019,,13:00:00,,,16,,3m= 16.85,16.332,,3m= 24.96,136,,,,
351,1,3.0m,05/07/2019,,14:00:00,,,16,,3m= 16.85,16.332,,3m= 24.96,432,,,,
352,1,3.0m,05/07/2019,,15:00:00,,,16,,3m= 16.85,16.618,,3m= 24.96,368,,,,
353,1,3.0m,05/07/2019,,16:00:00,,,16,,3m= 16.85,16.903,,3m= 24.96,113,,,,
354,1,3.0m,05/07/2019,,17:00:00,,,16,,3m= 16.85,16.999,,3m= 24.96,53,,,,
355,1,3.0m,05/07/2019,,18:00:00,,,16,,3m= 16.85,17.094,,3m= 24.96,160,,,,
356,1,3.0m,05/07/2019,,19:00:00,,,16,,3m= 16.85,16.999,,3m= 24.96,128,,,,
357,1,3.0m,05/07/2019,,20:00:00,,,16,,3m= 16.85,16.903,,3m= 24.96,4,,,,
358,1,3.0m,05/07/2019,,21:00:00,,,16,,3m= 16.85,16.713,,3m= 24.96,1,,,,
359,1,3.0m,05/07/2019,,22:00:00,,,16,,3m= 16.85,16.618,,3m= 24.96,0,,,,
360,1,3.0m,05/07/2019,,23:00:00,,,16,,3m= 16.85,16.427,,3m= 24.96,0,,,,
361,1,3.0m,06/07/2019,,00:00:00,,,17,,3m= 16.85,16.332,,3m= 24.96,0,,,,
362,1,3.0m,06/07/2019,,01:00:00,,,17,,3m= 16.85,16.237,,3m= 24.96,0,,,,
363,1,3.0m,06/07/2019,,02:00:00,,,17,,3m= 16.85,16.237,,3m= 24.96,0,,,,
364,1,3.0m,06/07/2019,,03:00:00,,,17,,3m= 16.85,16.427,,3m= 24.96,0,,,,
365,1,3.0m,06/07/2019,,04:00:00,,,17,,3m= 16.85,16.618,,3m= 24.96,0,,,,
366,1,3.0m,06/07/2019,,05:00:00,,,17,,3m= 16.85,16.808,,3m= 24.96,0,,,,
367,1,3.0m,06/07/2019,,06:00:00,,,17,,3m= 16.85,16.808,,3m= 24.96,0,,,,
368,1,3.0m,06/07/2019,,07:00:00,,,17,,3m= 16.85,16.808,,3m= 24.96,6,,,,
369,1,3.0m,06/07/2019,,08:00:00,,,17,,3m= 16.85,16.713,,3m= 24.96,8,,,,
370,1,3.0m,06/07/2019,,09:00:00,,,17,,3m= 16.85,16.618,,3m= 24.96,16,,,,
371,1,3.0m,06/07/2019,,10:00:00,,,17,,3m= 16.85,16.523,,3m= 24.96,19,,,,
372,1,3.0m,06/07/2019,,11:00:00,,,17,,3m= 16.85,16.427,,3m= 24.96,28,,,,
373,1,3.0m,06/07/2019,,12:00:00,,,17,,3m= 16.85,16.237,,3m= 24.96,41,,,,
374,1,3.0m,06/07/2019,,13:00:00,,,17,,3m= 16.85,16.332,,3m= 24.96,93,,,,
375,1,3.0m,06/07/2019,,14:00:00,,,17,,3m= 16.85,16.332,,3m= 24.96,160,,,,
376,1,3.0m,06/07/2019,,15:00:00,,,17,,3m= 16.85,16.618,,3m= 24.96,304,,,,
377,1,3.0m,06/07/2019,,16:00:00,,,17,,3m= 16.85,16.713,,3m= 24.96,28,,,,
378,1,3.0m,06/07/2019,,17:00:00,,,17,,3m= 16.85,17.189,,3m= 24.96,6,,,,
379,1,3.0m,06/07/2019,,18:00:00,,,17,,3m= 16.85,17.189,,3m= 24.96,6,,,,
380,1,3.0m,06/07/2019,,19:00:00,,,17,,3m= 16.85,17.189,,3m= 24.96,22,,,,
381,1,3.0m,06/07/2019,,20:00:00,,,17,,3m= 16.85,17.094,,3m= 24.96,11,,,,
382,1,3.0m,06/07/2019,,21:00:00,,,17,,3m= 16.85,16.903,,3m= 24.96,1,,,,
383,1,3.0m,06/07/2019,,22:00:00,,,17,,3m= 16.85,16.713,,3m= 24.96,0,,,,
384,1,3.0m,06/07/2019,,23:00:00,,,17,,3m= 16.85,16.618,,3m= 24.96,0,,,,
385,1,3.0m,07/07/2019,,00:00:00,,,18,,3m= 16.85,16.427,,3m= 24.96,0,,,,
386,1,3.0m,07/07/2019,,01:00:00,,,18,,3m= 16.85,16.427,,3m= 24.96,0,,,,
387,1,3.0m,07/07/2019,,02:00:00,,,18,,3m= 16.85,16.141,,3m= 24.96,0,,,,
388,1,3.0m,07/07/2019,,03:00:00,,,18,,3m= 16.85,16.237,,3m= 24.96,0,,,,
389,1,3.0m,07/07/2019,,04:00:00,,,18,,3m= 16.85,16.427,,3m= 24.96,0,,,,
390,1,3.0m,07/07/2019,,05:00:00,,,18,,3m= 16.85,16.713,,3m= 24.96,0,,,,
391,1,3.0m,07/07/2019,,06:00:00,,,18,,3m= 16.85,16.903,,3m= 24.96,0,,,,
392,1,3.0m,07/07/2019,,07:00:00,,,18,,3m= 16.85,16.903,,3m= 24.96,1,,,,
393,1,3.0m,07/07/2019,,08:00:00,,,18,,3m= 16.85,16.903,,3m= 24.96,9,,,,
394,1,3.0m,07/07/2019,,09:00:00,,,18,,3m= 16.85,16.808,,3m= 24.96,16,,,,
395,1,3.0m,07/07/2019,,10:00:00,,,18,,3m= 16.85,16.713,,3m= 24.96,29,,,,
396,1,3.0m,07/07/2019,,11:00:00,,,18,,3m= 16.85,16.427,,3m= 24.96,35,,,,
397,1,3.0m,07/07/2019,,12:00:00,,,18,,3m= 16.85,16.237,,3m= 24.96,32,,,,
398,1,3.0m,07/07/2019,,13:00:00,,,18,,3m= 16.85,16.141,,3m= 24.96,21,,,,
399,1,3.0m,07/07/2019,,14:00:00,,,18,,3m= 16.85,16.332,,3m= 24.96,71,,,,
400,1,3.0m,07/07/2019,,15:00:00,,,18,,3m= 16.85,16.332,,3m= 24.96,92,,,,
401,1,3.0m,07/07/2019,,16:00:00,,,18,,3m= 16.85,16.523,,3m= 24.96,20,,,,
402,1,3.0m,07/07/2019,,17:00:00,,,18,,3m= 16.85,16.713,,3m= 24.96,10,,,,
403,1,3.0m,07/07/2019,,18:00:00,,,18,,3m= 16.85,17.094,,3m= 24.96,13,,,,
404,1,3.0m,07/07/2019,,19:00:00,,,18,,3m= 16.85,17.094,,3m= 24.96,5,,,,
405,1,3.0m,07/07/2019,,20:00:00,,,18,,3m= 16.85,17.094,,3m= 24.96,5,,,,
406,1,3.0m,07/07/2019,,21:00:00,,,18,,3m= 16.85,16.999,,3m= 24.96,1,,,,
407,1,3.0m,07/07/2019,,22:00:00,,,18,,3m= 16.85,16.903,,3m= 24.96,0,,,,
408,1,3.0m,07/07/2019,,23:00:00,,,18,,3m= 16.85,16.713,,3m= 24.96,0,,,,
409,1,3.0m,08/07/2019,,00:00:00,,,19,,3m= 16.85,16.523,,3m= 24.96,0,,,,
410,1,3.0m,08/07/2019,,01:00:00,,,19,,3m= 16.85,16.237,,3m= 24.96,0,,,,
411,1,3.0m,08/07/2019,,02:00:00,,,19,,3m= 16.85,16.237,,3m= 24.96,0,,,,
412,1,3.0m,08/07/2019,,03:00:00,,,19,,3m= 16.85,16.141,,3m= 24.96,0,,,,
413,1,3.0m,08/07/2019,,04:00:00,,,19,,3m= 16.85,16.237,,3m= 24.96,0,,,,
414,1,3.0m,08/07/2019,,05:00:00,,,19,,3m= 16.85,16.427,,3m= 24.96,0,,,,
415,1,3.0m,08/07/2019,,06:00:00,,,19,,3m= 16.85,16.618,,3m= 24.96,0,,,,
416,1,3.0m,08/07/2019,,07:00:00,,,19,,3m= 16.85,16.808,,3m= 24.96,2,,,,
417,1,3.0m,08/07/2019,,08:00:00,,,19,,3m= 16.85,16.808,,3m= 24.96,4,,,,
418,1,3.0m,08/07/2019,,09:00:00,,,19,,3m= 16.85,16.808,,3m= 24.96,8,,,,
419,1,3.0m,08/07/2019,,10:00:00,,,19,,3m= 16.85,16.713,,3m= 24.96,11,,,,
420,1,3.0m,08/07/2019,,11:00:00,,,19,,3m= 16.85,16.523,,3m= 24.96,20,,,,
421,1,3.0m,08/07/2019,,12:00:00,,,19,,3m= 16.85,16.427,,3m= 24.96,23,,,,
422,1,3.0m,08/07/2019,,13:00:00,,,19,,3m= 16.85,16.332,,3m= 24.96,50,,,,
423,1,3.0m,08/07/2019,,14:00:00,,,19,,3m= 16.85,16.427,,3m= 24.96,176,,,,
424,1,3.0m,08/07/2019,,15:00:00,,,19,,3m= 16.85,16.523,,3m= 24.96,160,,,,
425,1,3.0m,08/07/2019,,16:00:00,,,19,,3m= 16.85,16.427,,3m= 24.96,69,,,,
426,1,3.0m,08/07/2019,,17:00:00,,,19,,3m= 16.85,16.618,,3m= 24.96,12,,,,
427,1,3.0m,08/07/2019,,18:00:00,,,19,,3m= 16.85,16.808,,3m= 24.96,5,,,,
428,1,3.0m,08/07/2019,,19:00:00,,,19,,3m= 16.85,17.094,,3m= 24.96,5,,,,
429,1,3.0m,08/07/2019,,20:00:00,,,19,,3m= 16.85,17.189,,3m= 24.96,3,,,,
430,1,3.0m,08/07/2019,,21:00:00,,,19,,3m= 16.85,17.189,,3m= 24.96,1,,,,
431,1,3.0m,08/07/2019,,22:00:00,,,19,,3m= 16.85,16.999,,3m= 24.96,0,,,,
432,1,3.0m,08/07/2019,,23:00:00,,,19,,3m= 16.85,16.999,,3m= 24.96,0,,,,
433,1,3.0m,09/07/2019,,00:00:00,,,20,,3m= 16.85,16.808,,3m= 24.96,0,,,,
434,1,3.0m,09/07/2019,,01:00:00,,,20,,3m= 16.85,16.618,,3m= 24.96,0,,,,
435,1,3.0m,09/07/2019,,02:00:00,,,20,,3m= 16.85,16.332,,3m= 24.96,0,,,,
436,1,3.0m,09/07/2019,,03:00:00,,,20,,3m= 16.85,16.427,,3m= 24.96,0,,,,
437,1,3.0m,09/07/2019,,04:00:00,,,20,,3m= 16.85,16.427,,3m= 24.96,0,,,,
438,1,3.0m,09/07/2019,,05:00:00,,,20,,3m= 16.85,16.523,,3m= 24.96,0,,,,
439,1,3.0m,09/07/2019,,06:00:00,,,20,,3m= 16.85,16.713,,3m= 24.96,0,,,,
440,1,3.0m,09/07/2019,,07:00:00,,,20,,3m= 16.85,16.808,,3m= 24.96,2,,,,
441,1,3.0m,09/07/2019,,08:00:00,,,20,,3m= 16.85,16.903,,3m= 24.96,4,,,,
442,1,3.0m,09/07/2019,,09:00:00,,,20,,3m= 16.85,16.999,,3m= 24.96,4,,,,
443,1,3.0m,09/07/2019,,10:00:00,,,20,,3m= 16.85,16.903,,3m= 24.96,6,,,,
444,1,3.0m,09/07/2019,,11:00:00,,,20,,3m= 16.85,16.903,,3m= 24.96,18,,,,
445,1,3.0m,09/07/2019,,12:00:00,,,20,,3m= 16.85,16.808,,3m= 24.96,38,,,,
450,1,3.0m,09/07/2019,,17:00:00,,,20,,3m= 16.85,16.713,,3m= 24.96,13,,,,
451,1,3.0m,09/07/2019,,18:00:00,,,20,,3m= 16.85,16.808,,3m= 24.96,7,,,,
452,1,3.0m,09/07/2019,,19:00:00,,,20,,3m= 16.85,17.284,,3m= 24.96,4,,,,
453,1,3.0m,09/07/2019,,20:00:00,,,20,,3m= 16.85,17.379,,3m= 24.96,3,,,,
454,1,3.0m,09/07/2019,,21:00:00,,,20,,3m= 16.85,17.379,,3m= 24.96,0,,,,
455,1,3.0m,09/07/2019,,22:00:00,,,20,,3m= 16.85,17.379,,3m= 24.96,0,,,,
456,1,3.0m,09/07/2019,,23:00:00,,,20,,3m= 16.85,17.379,,3m= 24.96,0,,,,
457,1,3.0m,10/07/2019,,00:00:00,,,21,,3m= 16.85,17.284,,3m= 24.96,0,,,,
458,1,3.0m,10/07/2019,,01:00:00,,,21,,3m= 16.85,17.189,,3m= 24.96,0,,,,
459,1,3.0m,10/07/2019,,02:00:00,,,21,,3m= 16.85,16.999,,3m= 24.96,0,,,,
460,1,3.0m,10/07/2019,,03:00:00,,,21,,3m= 16.85,16.808,,3m= 24.96,0,,,,
461,1,3.0m,10/07/2019,,04:00:00,,,21,,3m= 16.85,16.903,,3m= 24.96,0,,,,
462,1,3.0m,10/07/2019,,05:00:00,,,21,,3m= 16.85,16.808,,3m= 24.96,0,,,,
463,1,3.0m,10/07/2019,,06:00:00,,,21,,3m= 16.85,16.808,,3m= 24.96,1,,,,
464,1,3.0m,10/07/2019,,07:00:00,,,21,,3m= 16.85,16.999,,3m= 24.96,5,,,,
465,1,3.0m,10/07/2019,,08:00:00,,,21,,3m= 16.85,17.189,,3m= 24.96,10,,,,
466,1,3.0m,10/07/2019,,09:00:00,,,21,,3m= 16.85,17.284,,3m= 24.96,11,,,,
467,1,3.0m,10/07/2019,,10:00:00,,,21,,3m= 16.85,17.284,,3m= 24.96,18,,,,
468,1,3.0m,10/07/2019,,11:00:00,,,21,,3m= 16.85,17.284,,3m= 24.96,46,,,,
469,1,3.0m,10/07/2019,,12:00:00,,,21,,3m= 16.85,17.189,,3m= 24.96,83,,,,
470,1,3.0m,10/07/2019,,13:00:00,,,21,,3m= 16.85,17.189,,3m= 24.96,432,,,,
471,1,3.0m,10/07/2019,,14:00:00,,,21,,3m= 16.85,16.999,,3m= 24.96,240,,,,
472,1,3.0m,10/07/2019,,15:00:00,,,21,,3m= 16.85,16.903,,3m= 24.96,160,,,,
473,1,3.0m,10/07/2019,,16:00:00,,,21,,3m= 16.85,16.999,,3m= 24.96,96,,,,
474,1,3.0m,10/07/2019,,17:00:00,,,21,,3m= 16.85,16.903,,3m= 24.96,24,,,,
475,1,3.0m,10/07/2019,,18:00:00,,,21,,3m= 16.85,16.999,,3m= 24.96,11,,,,
476,1,3.0m,10/07/2019,,19:00:00,,,21,,3m= 16.85,17.094,,3m= 24.96,5,,,,
477,1,3.0m,10/07/2019,,20:00:00,,,21,,3m= 16.85,17.475,,3m= 24.96,1,,,,
478,1,3.0m,10/07/2019,,21:00:00,,,21,,3m= 16.85,17.57,,3m= 24.96,0,,,,
479,1,3.0m,10/07/2019,,22:00:00,,,21,,3m= 16.85,17.57,,3m= 24.96,0,,,,
480,1,3.0m,10/07/2019,,23:00:00,,,21,,3m= 16.85,17.57,,3m= 24.96,0,,,,
481,1,3.0m,11/07/2019,,00:00:00,,,22,,3m= 16.85,17.57,,3m= 24.96,0,,,,
482,1,3.0m,11/07/2019,,01:00:00,,,22,,3m= 16.85,17.475,,3m= 24.96,0,,,,
483,1,3.0m,11/07/2019,,02:00:00,,,22,,3m= 16.85,17.284,,3m= 24.96,0,,,,
484,1,3.0m,11/07/2019,,03:00:00,,,22,,3m= 16.85,17.094,,3m= 24.96,0,,,,
485,1,3.0m,11/07/2019,,04:00:00,,,22,,3m= 16.85,16.903,,3m= 24.96,0,,,,
486,1,3.0m,11/07/2019,,05:00:00,,,22,,3m= 16.85,16.999,,3m= 24.96,0,,,,
487,1,3.0m,11/07/2019,,06:00:00,,,22,,3m= 16.85,16.999,,3m= 24.96,0,,,,
488,1,3.0m,11/07/2019,,07:00:00,,,22,,3m= 16.85,16.999,,3m= 24.96,3,,,,
489,1,3.0m,11/07/2019,,08:00:00,,,22,,3m= 16.85,17.189,,3m= 24.96,10,,,,
490,1,3.0m,11/07/2019,,09:00:00,,,22,,3m= 16.85,17.475,,3m= 24.96,12,,,,
491,1,3.0m,11/07/2019,,10:00:00,,,22,,3m= 16.85,17.475,,3m= 24.96,10,,,,
492,1,3.0m,11/07/2019,,11:00:00,,,22,,3m= 16.85,17.57,,3m= 24.96,23,,,,
493,1,3.0m,11/07/2019,,12:00:00,,,22,,3m= 16.85,17.475,,3m= 24.96,95,,,,
494,1,3.0m,11/07/2019,,13:00:00,,,22,,3m= 16.85,17.57,,3m= 24.96,432,,,,
495,1,3.0m,11/07/2019,,14:00:00,,,22,,3m= 16.85,17.284,,3m= 24.96,144,,,,
496,1,3.0m,11/07/2019,,15:00:00,,,22,,3m= 16.85,17.284,,3m= 24.96,200,,,,
497,1,3.0m,11/07/2019,,16:00:00,,,22,,3m= 16.85,17.094,,3m= 24.96,12,,,,
498,1,3.0m,11/07/2019,,17:00:00,,,22,,3m= 16.85,17.189,,3m= 24.96,9,,,,
499,1,3.0m,11/07/2019,,18:00:00,,,22,,3m= 16.85,17.284,,3m= 24.96,1,,,,
500,1,3.0m,11/07/2019,,19:00:00,,,22,,3m= 16.85,17.189,,3m= 24.96,5,,,,
501,1,3.0m,11/07/2019,,20:00:00,,,22,,3m= 16.85,17.379,,3m= 24.96,0,,,,
502,1,3.0m,11/07/2019,,21:00:00,,,22,,3m= 16.85,17.57,,3m= 24.96,0,,,,
503,1,3.0m,11/07/2019,,22:00:00,,,22,,3m= 16.85,17.57,,3m= 24.96,0,,,,
504,1,3.0m,11/07/2019,,23:00:00,,,22,,3m= 16.85,17.57,,3m= 24.96,0,,,,
505,1,3.0m,12/07/2019,,00:00:00,,,23,,3m= 16.85,17.57,,3m= 24.96,0,,,,
506,1,3.0m,12/07/2019,,01:00:00,,,23,,3m= 16.85,17.57,,3m= 24.96,0,,,,
507,1,3.0m,12/07/2019,,02:00:00,,,23,,3m= 16.85,17.475,,3m= 24.96,0,,,,
508,1,3.0m,12/07/2019,,03:00:00,,,23,,3m= 16.85,17.284,,3m= 24.96,0,,,,
509,1,3.0m,12/07/2019,,04:00:00,,,23,,3m= 16.85,17.189,,3m= 24.96,0,,,,
510,1,3.0m,12/07/2019,,05:00:00,,,23,,3m= 16.85,17.094,,3m= 24.96,0,,,,
511,1,3.0m,12/07/2019,,06:00:00,,,23,,3m= 16.85,17.094,,3m= 24.96,1,,,,
512,1,3.0m,12/07/2019,,07:00:00,,,23,,3m= 16.85,17.094,,3m= 24.96,5,,,,
513,1,3.0m,12/07/2019,,08:00:00,,,23,,3m= 16.85,17.189,,3m= 24.96,10,,,,
514,1,3.0m,12/07/2019,,09:00:00,,,23,,3m= 16.85,17.284,,3m= 24.96,13,,,,
515,1,3.0m,12/07/2019,,10:00:00,,,23,,3m= 16.85,17.379,,3m= 24.96,18,,,,
516,1,3.0m,12/07/2019,,11:00:00,,,23,,3m= 16.85,17.57,,3m= 24.96,39,,,,
517,1,3.0m,12/07/2019,,12:00:00,,,23,,3m= 16.85,17.57,,3m= 24.96,74,,,,
518,1,3.0m,12/07/2019,,13:00:00,,,23,,3m= 16.85,17.665,,3m= 24.96,496,,,,
519,1,3.0m,12/07/2019,,14:00:00,,,23,,3m= 16.85,17.57,,3m= 24.96,200,,,,
521,1,3.0m,12/07/2019,,16:00:00,,,23,,3m= 16.85,17.475,,3m= 24.96,512,,,,
